0;"['hotel', 'lojas', 'rua', 'quartos', 'elevador']"
1;"['serviço', 'limpeza', 'toalhas.', 'serviço', 'hotel', 'rua']"
2;"['limpeza', 'secadores', 'toalhas']"
3;"['localização', 'hotel', 'apartamento', 'café da manhã']"
4;"['localização', 'hotel', 'rua', 'quarto']"
5;"['localização', 'quarto', 'café da manhã', 'internet']"
6;"['localização', 'café da manhã', 'Hotel']"
7;"['Hotel', 'quarto', 'aquecimento', 'atendimento', 'funcionários']"
8;"['quartos', 'hotel', 'localização.', 'recepção', 'café da manhã']"
9;"['tamanho', 'quarto']"
10;"['localização', 'Quarto', 'café da manhã', 'hotel']"
11;"['padrão', 'hotel.', 'toalhas', 'secador.', 'serviço', 'hotel/atendimento', 'elevador']"
12;"['cidade', 'cama', 'quarto', 'tv', 'recepção', 'hotel']"
13;"['Acomodação', 'quarto', 'localização', 'café da manhã']"
14;"['camareiras', 'internet']"
15;"['Atendimento', 'localização', 'hotel', 'estacionamento.']"
16;"['hotel..Las', 'aeroporto', 'Quarto', 'cama']"
17;"['quarto', 'camas', 'televisão', 'ducha', 'banheira.', 'localização', 'café da manhã', 'jantar', 'horário']"
18;"['quarto', 'serviços']"
19;"['hotel']"
20;"['hotel', 'quartos', 'cama', 'casal.', 'serviço', 'limpeza de quarto.', 'gerente']"
21;"['hotel.', 'ruas', 'funcionários', 'localização', 'custo-benefício']"
22;"['Quarto', 'hotel']"
23;"['torneira', 'quarto', 'café da manhã', 'televisão']"
24;"['hotel', 'localização', 'cidade.']"
25;"['Quartos', 'cortina', 'Pia', 'Corredores', 'hotel']"
26;"['quarto', 'toalhas', 'lavatório']"
27;"['cama', 'ducha', 'quarto']"
28;"['hotel', 'quarto', 'escadas.', 'tapete']"
29;"['localização', 'feirinha', 'loja', 'café da manhã', 'quarto', 'elevador']"
30;"['localização', 'quarto', 'camas', 'molas', 'colchões.', 'tapetes.', 'toalhas']"
31;"['localização', 'quarto', 'corredor']"
32;"['hotel', 'quartos', 'serviço', 'frigobar']"
33;"['móveis', 'quarto', 'camas', 'travesseiros', 'cidade', 'Atendimento', 'serviço', 'recepção', 'serviço de quarto']"
34;"['Café da manhã', 'serviço', 'recepção', 'camareira', 'maleteiro', 'quarto', 'Custo/benefício', 'preço', 'localização', 'apartamento']"
35;"['hotel', 'quartos.', 'cidade', 'rua', 'viajantes']"
36;"['hotel', 'preço']"
37;"['hotel', 'carpete.', 'quartos', 'casal', 'solteiro', 'Rua']"
38;"['hotel', 'quartos', 'atendimento', 'toalhas.mas']"
39;"['serviço', 'hotel', 'internet', 'Quarto', 'tv']"
40;"['quarto', 'preço', 'Shopping', 'recepção']"
41;"['hotel', 'quartos', 'corredores']"
42;"['hotel', 'quarto', 'armários', 'iluminação', 'apartamento']"
43;"['hotel', 'rua', 'localização']"
44;"['hotel', 'conforto', 'estabelecimento', 'atendimento', 'quartos']"
45;"['hotel', 'cidade']"
46;"['hotel', 'quarto', 'café da manhã']"
47;"['hotel', 'café da manhã.', 'praça', 'quartos', 'camas', 'casal']"
48;"['hotel', 'preços', 'localização', 'quartos']"
49;"['hotel', 'quartos', 'almoço', 'museus', 'recepção']"
50;"['hotel', 'quartos', 'localização', 'conforto', 'aquecedor', 'café da manhã', 'atendimento', 'piscina']"
51;"['Hotel', 'conforto.', 'café da manhã', 'localização', 'museus', 'parques', 'luxo', 'lojas']"
52;"['cidade.', 'gerência', 'serviço', 'hotel', 'apartamentos', 'padrão', 'Arrumação', 'Limpeza', 'moradores', 'turistas', 'serviço']"
53;"['família', 'atendimento', 'hotel', 'localização', 'custo/benefício.', 'cidade', 'quarto']"
54;"['funcionários', 'café da manhã', 'quarto', 'Localização']"
55;"['Suíte', 'cozinha', 'piscina']"
56;"['Hotel', 'recepção', 'serviços.', 'quartos', 'localização', 'cidade.', 'elevadores']"
57;"['hotel', 'padrão', 'localização']"
58;"['quarto.', 'tolhas', 'café da manhã', 'localização', 'lojas.', 'hotel', 'ruas']"
59;"['quarto', 'hotel', 'Serviço']"
60;"['hotel', 'quarto.', 'café da manhã', 'localização.', 'cortinas']"
61;"['hotel', 'quarto', 'Banheiro', 'localização', 'lojas', 'metrô.O']"
62;"['Hotel', 'funcionários', 'quarto', 'localização']"
63;"['quarto', 'telefone', 'hotel', 'cama', 'casal', 'chuveiro', 'gerente', 'rua', 'atendimento']"
64;"['família', 'hotel', 'cidade.', 'Quarto', 'atendimento', 'recepção', 'gerência.']"
65;"['hotel', 'preço', 'Quartos', 'café da manhã', 'localização', 'horário']"
66;"['hotel', 'atendimento', 'localização', 'shopping', 'lojas', 'café da manhã', 'camas', 'quartos']"
67;"['Hotel Residencial', 'proprietário', 'camas adequadas.', 'chuveiros e', 'quarto à', 'escadas e', 'preço é', 'localização é', 'ruas sinuosas']"
68;"['hotel', 'quarto', 'almoço', 'serviço', 'aeroporto']"
69;"['localização', 'apartamento', 'Quarto', 'cozinha', 'frigobar', 'chuveiro', 'serviço de quarto']"
70;"['localização', 'quarto', 'Travesseiros', 'casal', 'atendimento']"
71;"['localização', 'teatros', 'quarto', 'padrão', 'Aquecedor', 'café da manhã']"
72;"['localização', 'Cama', 'Quarto', 'preço']"
73;"['localização', 'Teatros', 'hotel', 'quartos', 'internet', 'café da manhã', 'preço']"
74;"['localização', 'Hotel', 'quartos', 'casal', 'café da manhã', 'atendimento']"
75;"['localização', 'funcionários', 'Quarto', 'hotel', 'rua']"
76;"['lojas', 'funcionários', 'recepção', 'porteiros']"
77;"['cassino', 'quartos', 'cozinha', 'TV', 'Estacionamento', 'serviço de quarto']"
78;"['preço', 'Hotel', 'padrão', 'quarto', 'aquecimento', 'águaquente', 'Café da manhã']"
79;"['hotel', 'cidade']"
80;"['suítes', 'família.', 'piscina']"
81;"['quarto', 'cama', 'localização', 'atendimento', 'localização']"
82;"['hotel', 'cidade', 'rua', 'café da manhã', 'atendimento']"
83;"['hotel', 'chuveiro.Falei', 'quarto.No', 'telefone']"
84;"['hotel', 'atendimento', 'cama', 'quarto', 'café da manhã', 'internet', 'frigobar', 'preço']"
85;"['quarto', 'acrílico.Chuveiro', 'direito.Quarto', 'hotel.', 'tomada', 'tv', 'camas', 'toalhas', 'elevador']"
86;"['apartamento', 'camas', 'padrões', 'quarto', 'cozinha', 'custo-beneficio']"
87;"['Hotel', 'custo/benefício', 'limpeza', 'atendimento', 'café da manhã']"
88;"['quarto', 'banheira', 'casal', 'hotel']"
89;"['hotel', 'porteiro', 'rua', 'cidade']"
90;"['hotel.', 'quarto', 'frigobar', 'iluminação', 'ducha', 'atendimento', 'café da manhã', 'apartamentos', 'rua']"
91;"['localização.', 'serviços']"
92;"['rodoviária', 'hotel', 'café da manhã', 'elevador']"
93;"['Hotéis', 'funcionários']"
94;"['Hotel', 'quarto', 'atendimento']"
95;"['Hotel', 'padrão', 'Quartos', 'Estacionamento', 'atendimento', 'recepção.', 'Apartamento']"
96;"['Hotel', 'quartos']"
97;"['Hotel', 'Garagem', 'recepção']"
98;"['Hotel', 'Café da manhã', 'Atendimento']"
99;"['Hotel', 'apartamento', 'Atendimento', 'localização', 'poeira']"
100;"['Hotel', 'quarto', 'centro da cidade', 'preço', 'atendimento']"
101;"['Hotel', 'atendimento', 'serviços', 'cama', 'toalhas', 'limpeza de quarto', 'Localização']"
102;"['Hotel', 'conforto', 'cama', 'chuveiro', 'frigobar', 'apartamento']"
103;"['Hotel', 'serviço', 'cama', 'travesseiros', 'limpeza', 'roupa de cama.', 'café da manhã.', 'Atendimento']"
104;"['Hotel', 'serviço', 'limpeza', 'Aquecimento']"
105;"['Hotel', 'localização', 'instalações', 'Tomadas', 'quarto']"
106;"['Hotel', 'localização', 'aeroporto-hotel-aeroporto', 'quarto', 'Cama', 'aeroporto.']"
107;"['Hotel', 'localização.Funcionãrios', 'quartos', 'familiar.Café da manhã']"
108;"['Hotel', 'lojas']"
109;"['Hotel', 'preço', 'internet', 'Apartamentos']"
110;"['Hotel', 'cidade', 'elevador', 'escada', 'funcionários']"
111;"['Hotel', 'localização.', 'quarto', 'Café da manhã', 'jardim']"
112;"['Hotel', 'turistas', 'limpeza', 'quarto.', 'mini-cozinha']"
113;"['Hotel', 'quarto', 'estabelecimento', 'preços', 'preço', 'motel', 'praça', 'custo-benefício']"
114;"['Hotel', 'quarto', 'cama', 'corredores', 'iluminação.O', 'localização', 'Praça', 'cidade.', 'atendimento']"
115;"['Hotel', 'café da manhã', 'cidade', 'Quartos', 'recepção']"
116;"['Hotel', 'cassino', 'shopping']"
117;"['Hotel', 'quarto', 'Café da manhã', 'toalhas']"
118;"['Hotel', 'Jardim', 'rua', 'cozinha', 'apartamentos', 'luxo', 'preço']"
119;"['Hotel', 'localização']"
120;"['Hotel', 'quarto', 'secador', 'rua', 'lojas']"
121;"['Hotel', 'lojas', 'lavanderia', 'quarto']"
122;"['Hotel', 'atendimento', 'perfeita.Café', 'quartos', 'jantar']"
123;"['Hotel', 'quarto']"
124;"['Hotel', 'posição', 'quarto', 'cama', 'preço', 'rua', 'ducha']"
125;"['Hotel', 'quartos', 'camas']"
126;"['Hotel', 'Rua', 'Atendimento', 'gerente', 'cama']"
127;"['Hotel', 'elevador', 'pia', 'quarto', 'recepção', 'padrão']"
128;"['Hotel', 'preços', 'taxas', 'café-da-manhã']"
129;"['Hotel', 'aeroporto', 'centro da cidade.', 'Internet']"
130;"['Instalações', 'carpete', 'chuveiro', 'torneiras.', 'Café da manhã']"
131;"['Hotel', 'localização', 'funcionários']"
132;"['preço', 'aeroporto.', 'quartos', 'chuveiro', 'Atendimento', 'Internet', 'elevador', 'Café-da-manhã']"
133;"['rua', 'Hotel', 'Rodoviária', 'Praça', 'Shopping', 'Praia', 'Parque', 'Museu', 'Teatro', 'apartamentos', 'frigobar', 'telefone', 'cama', 'recepção', 'estacionamento.', 'café-da-manhã']"
134;"['Localização', 'Cama', 'quarto', 'café da manhã..', 'funcionários', 'Internet', 'tomada']"
135;"['Localização', 'hotel', 'cassino', 'quarto', 'preço']"
136;"['Localização', 'Quarto', 'praça', 'Luxo']"
137;"['Localização', 'rua', 'hotel', 'Quarto', 'Café da manhã']"
138;"['atendimento', 'quarto', 'apartamento']"
139;"['carpete', 'apartamentos', 'cassino', 'hotel']"
140;"['cozinha', 'hotel', 'quarto', 'corredor']"
141;"['hotel', 'quarto', 'televisão', 'cama', 'cassino']"
142;"['localização', 'atendimento', 'serviço', 'recepção', 'frigobar', 'quarto']"
143;"['hotel', 'cassino', 'cidade.', 'dinheiro']"
144;"['Quarto', 'Rua', 'iluminação']"
145;"['quartos', 'cafê da manhã', 'hotel', 'preço']"
146;"['Aeroporto']"
147;"['quarto', 'calefação', 'limpeza', 'Hotel', 'aeroporto', 'preço']"
148;"['hotel', 'café da manhã']"
149;"['motel.', 'estacionamento', 'ruas', 'recepção', 'quarto', 'toalhas', 'café da manhã']"
150;"['hotel', 'quarto', 'água', 'frigobar', 'apartamento']"
151;"['quarto', 'tv', 'hotel', 'café da manhã', 'internet', 'atendimento']"
152;"['quartos', 'rua']"
153;"['hotel.Instalações', 'torneiras', 'Serviço', 'café da manhã']"
154;"['hotel', 'padrão', 'funcionários', 'quarto', 'tomadas']"
155;"['hotel.', 'Shopping', 'lojas']"
156;"['atendimento', 'quartos', 'casal.', 'limpeza']"
157;"['quarto', 'café da manhã', 'hotel.']"
158;"['Hotel', 'quartos']"
159;"['Hotel', 'atendimento', 'quartos', 'horário', 'calefação']"
160;"['Hotel', 'quartos', 'cama', 'serviço']"
161;"['Hotel', 'café da manhã', 'serviço', 'quartos']"
162;"['Hotel', 'localização', 'Quarto', 'cama', 'café-da-manhã', 'rua']"
163;"['Hotel', 'localização', 'camas']"
164;"['Hotel', 'Rua', 'café da manhã', 'rua', 'quarto']"
165;"['hotel', 'localização', 'quartos']"
166;"['hotel', 'quartos', 'café da manhã.É', 'região.Na']"
167;"['hotel', 'funcionários', 'café da manhã']"
168;"['hotel', 'elevador', 'escada', 'quartos', 'atendimento']"
169;"['hotel', 'cidade']"
170;"['hotel', 'café da manhã', 'loja']"
171;"['hotel', 'jardim', 'quartos', 'serviço', 'funcionários']"
172;"['hotel', 'elevador', 'funcionários', 'recepção', 'localização', 'quartos']"
173;"['hotel', 'praticidade.', 'preço', 'localização', 'cidade.', 'quarto', 'tamanho']"
174;"['hotel', 'quartos', 'café da manhã.', 'localização', 'preço', 'lojas']"
175;"['hotel', 'piscina', 'quartos', 'localização', 'aeroporto', 'preço', 'luxo']"
176;"['hotel', 'localização', 'quarto', 'atendimento']"
177;"['hotel', 'localização', 'recepção', 'quartos']"
178;"['hotel', 'quarto', 'elevadores', 'recepção', 'serviços']"
179;"['hotel', 'localização', 'lojas', 'funcionários', 'recepcção', 'quarto', 'frigobar.', 'camas', 'cobertores', 'toalhas', 'serviço', 'café da manhã']"
180;"['hotel', 'localização', 'quarto', 'funcionário', 'café da manhã', 'horário']"
181;"['hotel', 'café da manhã', 'quarto', 'localização', 'limpeza', 'preço']"
182;"['hotel', 'Aeroporto', 'quarto', 'café da manhã', 'padrão']"
183;"['hotel', 'infraestrutura', 'café da manhã', 'quarto', 'limpeza.']"
184;"['hotel', 'shopping', 'apartamentos', 'cassino', 'recepção', 'estacionamento.', 'quarto']"
185;"['hotel', 'Jardim', 'farmácia..', 'funcionários', 'elevador', 'café da manhã']"
186;"['hotel', 'instalações', 'funcionários', 'frigobar', 'quarto', 'café da manhã']"
187;"['hotel', 'quarto', 'corredores', 'elevadores', 'luxo', 'preço']"
188;"['hotel', 'quarto', 'café da manhã']"
189;"['hotel', 'toalhas', 'Quarto', 'Café da manhã', 'elevador']"
190;"['hotel', 'lavanderia']"
191;"['preço', 'elevador', 'quarto', 'carpete.', 'funcionários', 'recepção']"
192;"['hotel', 'localização.', 'rua.', 'quartos', 'café da manhã', 'corredores', 'Estacionamento']"
193;"['quarto', 'hotel']"
194;"['quarto', 'hotel', 'luxo.', 'funcionários', 'ilha.', 'preço']"
195;"['hotel', 'cortina', 'móveis', 'roupa de cama', 'quarto', 'recepcionista']"
196;"['hotel', 'localização', 'quarto', 'atendimento']"
197;"['quartos', 'hotel', 'funcionários', 'café da manhã']"
198;"['cidade.', 'Camas', 'quarto']"
199;"['hotel', 'quartos', 'privacidade']"
200;"['hotel', 'atendimento', 'quarto', 'cama', 'casal', 'calefação']"
201;"['casal', 'hotel', 'interior', 'quartos']"
202;"['preço', 'localização', 'quarto', 'hotel', 'aeroportos']"
203;"['recepção', 'corredores', 'Quarto', 'cidade', 'cortinas']"
204;"['Recepção', 'Gerência', 'Manutenção', 'família.', 'localização', 'hotel.', 'Aquecimento']"
205;"['recepção', 'Café da manhã', 'quarto', 'padrão']"
206;"['ruas', 'Hotel', 'Rodoviária', 'Praça', 'Shopping', 'café da manhã']"
207;"['Região', 'Metro', 'Recepção', 'Apartamentos', 'Banheiro', 'Ducha', 'Apartamento', 'luxo']"
208;"['hotel', 'atendimento', 'café da manhã', 'localização.']"
209;"['atendimento', 'recepção.', 'quarto', 'cama', 'travesseiro', 'Chuveiro', 'TV', 'localização']"
210;"['hotel.', 'Quarto', 'atendimento']"
211;"['preço', 'Recepção', 'Café da manhã']"
212;"['hotel', 'quarto', 'tapete', 'cama', 'localização']"
213;"['Quarto', 'corredores', 'hotel', 'cassino']"
214;"['bom.Limpo.', 'Localização', 'impressoras', 'preço']"
215;"['Quarto', 'localização', 'funcionários', 'Instalações']"
216;"['Quarto', 'cozinha', 'cafeteira', 'hotel', 'porteiros']"
217;"['Quarto', 'suíte', 'espelho', 'Chuveiro', 'Closet', 'atendimento']"
218;"['Quarto', 'Localização', 'praça', 'franquias.', 'loja']"
219;"['aeroporto', 'terminal', 'aeroporto.Quartos', 'frigobar.', 'elevador']"
220;"['localização.', 'loja', 'cidades', 'hotel', 'conforto']"
221;"['Hotel', 'cores', 'quartos', 'serviço', 'Café da manhã', 'atendimento']"
222;"['Hotel', 'quartos']"
223;"['hotel.', 'café da manhã', 'localização.', 'internet', 'quarto']"
224;"['Serviço', 'Funcionários', 'quarto', 'cama', 'localização', 'hotel', 'café da manhã']"
225;"['Breakfast', 'Coffee', 'tea', 'Rooms', 'hotel.', 'funcionários', 'café da manhã', 'quartos', 'camas']"
226;"['elevador', 'escadas', 'atendimento', 'localização']"
227;"['hotel.', 'instalações', 'café da manhã', 'localização', 'shoppings']"
228;"['hotel', 'funcionários em', 'estabelecimento e', 'gerentes', 'elevador e', 'quarto para', 'escada.', 'limpeza', 'cobertor', 'Moradores da']"
229;"['hotel', 'quartos', 'atendimento', 'shopping', 'lojas.', 'preços']"
230;"['localização', 'limpeza', 'suíte', 'cozinha']"
231;"['hotel', 'quarto', 'rua']"
232;"['hotel', 'quartos', 'móveis', 'tapete', 'corredores', 'elevador']"
233;"['hotel.', 'Café da manhã', 'Quartos', 'lavanderia', 'Estacionamento']"
234;"['hotel', 'Jardim', 'quarto', 'apartamentos', 'cidade']"
235;"['centro da cidadeDesvantagem', 'Quartos', 'hotel', 'piscina', 'saunaPreco']"
236;"['hotel', 'elevador', 'escada.o', 'entrada.funcionário']"
237;"['quartos', 'cama', 'perfeito.bairro', 'hotel.na']"
238;"['hotel', 'instalações', 'Quarto', 'funcionários', 'Café da manhã', 'aeroporto']"
239;"['apartamentos', 'localização', 'quarto', 'elevador']"
240;"['atendimento', 'localização', 'Teatro', 'parque', 'hotel', 'funcionários']"
241;"['localização', 'quarto', 'rua', 'atendimento', 'elevador']"
242;"['café da manhã']"
243;"['quarto', 'frigobar', 'tomada', 'luxo']"
244;"['hotel', 'cassino', 'quartos']"
245;"['hotel', 'preço', 'quarto', 'lençol', 'funcionária', 'recepção']"
246;"['hotel', 'cidade', 'museus']"
247;"['Hotel', 'funcionários', 'Recepção', 'café da manhã', 'preço', 'cidade', 'iluminação', 'quartos']"
248;"['hotel', 'recepção', 'proprietário', 'internet', 'recepção.', 'quarto', 'café da manhã', 'recepção.', 'filmes']"
249;"['hotel', 'serviços', 'café da manhã', 'preços', 'padrões', 'cidade.', 'quartos']"
250;"['localização', 'Quarto']"
251;"['localização', 'serviço', 'Quarto', 'hotel', 'piscina', 'recepção', 'rua.Resumindo']"
252;"['localização', 'cama', 'quarto', 'casal', 'rua', 'recepção', 'atendimento', 'frigobar', 'café da manhã', 'loja', 'internet', 'recepção', 'localização']"
253;"['localização', 'funcionários', 'hotel', 'quartos', 'instalações', 'elevador', 'café da manhã', 'aeroporto']"
254;"['localização', 'serviços', 'funcionários', 'hotel', 'serviço', 'conforto']"
255;"['localização', 'funcionários', 'café da manhã', 'quarto', 'elevador', 'hotel', 'preço']"
256;"['quartos', 'parque.', 'localização.Café da manhã']"
